date,steps,distance,runDistance,calories
2023-08-08,16895,12906,1200,470
2023-08-09,10812,8400,790,315
2023-08-10,8796,6540,1018,247
2023-08-11,1793,1276,160,62
2023-08-12,10684,7812,595,291
2023-08-13,1022,680,174,38
2023-08-14,16179,12431,817,448
2023-08-15,16708,12449,757,443
2023-08-16,12655,9585,553,361
2023-08-17,8370,6468,303,246
2023-08-18,5460,4060,253,158
2023-08-19,6314,4820,1018,200
2023-08-20,2513,1859,216,78
2023-08-21,6227,4614,455,181
2023-08-22,10492,7896,908,296
2023-08-23,15133,11306,688,413
2023-08-24,11086,8640,1010,321
2023-08-25,14739,11551,279,423
2023-08-26,13928,9956,959,375
2023-08-27,2423,1839,227,78
2023-08-28,1553,1115,116,51
2023-08-29,9884,7366,728,274
2023-08-30,9530,7272,1046,270
2023-08-31,10937,8319,595,309
2023-09-01,1418,1019,123,48
2023-09-02,8267,6162,1093,238
2023-09-03,586,390,92,21
2023-09-04,5513,4334,279,169
2023-09-05,12285,9223,1348,356
2023-09-06,12324,9461,464,343
2023-09-07,9715,7480,776,288
2023-09-08,14836,10981,990,403
2023-09-09,9654,7017,777,270
2023-09-10,592,394,105,24
2023-09-11,3962,2982,169,116
2023-09-12,8585,6588,694,250
2023-09-13,11706,8981,1690,348
2023-09-14,22137,16615,1444,604
2023-09-15,6096,4630,397,171
2023-09-16,467,311,115,22
2023-09-17,864,575,209,33
2023-09-18,2007,1416,281,77
2023-09-19,9417,7251,1015,287
2023-09-20,11889,9006,1215,334
2023-09-21,15085,11205,272,410
2023-09-22,1848,1337,142,61
2023-09-23,9102,6794,590,263
2023-09-24,1216,816,155,39
2023-09-25,12941,10211,347,373
2023-09-26,10055,7747,699,293
2023-09-27,1524,1072,105,50
2023-09-28,2146,1506,136,67
2023-09-29,16353,12714,571,468
2023-09-30,7860,5863,371,224
2023-10-01,2746,2099,86,77
2023-10-02,3166,2414,309,101
2023-10-03,15279,11764,751,430
2023-10-04,12024,9446,561,355
2023-10-05,7863,6187,423,230
2023-10-06,10466,7853,305,295
2023-10-07,14763,11301,626,418
2023-10-08,3416,2585,148,98
2023-10-09,2587,1909,218,83
2023-10-10,9624,7359,1152,274
2023-10-11,9884,7628,796,294
2023-10-12,5783,4367,390,176
2023-10-13,12382,9551,583,356
2023-10-14,6663,4819,450,182
2023-10-15,489,325,96,19
2023-10-16,1706,1225,216,60
2023-10-17,1890,1354,231,61
2023-10-18,4037,2983,207,116
2023-10-19,1879,1332,157,61
2023-10-20,14183,10922,437,401
2023-10-21,9860,7577,411,284
2023-10-22,1151,797,78,40
2023-10-23,3176,2403,173,96
2023-10-24,1898,1338,167,59
2023-10-25,1729,1219,125,55
2023-10-26,13198,10081,789,367
2023-10-27,8705,6508,1217,257
2023-10-28,13992,10785,550,396
2023-10-29,10220,7628,739,291
2023-10-30,3385,2558,98,100
2023-10-31,13470,10488,958,396
2023-11-01,1468,1049,167,45
2023-11-02,17135,12765,724,465
2023-11-03,1676,1174,153,47
2023-11-04,14244,10692,563,394
2023-11-05,750,499,87,23
2023-11-06,4140,3015,124,117
2023-11-07,10594,8068,780,292
2023-11-08,14897,11497,967,427
2023-11-09,15025,11605,694,429
2023-11-10,1329,976,86,44
2023-11-11,10747,7925,718,308
2023-11-12,719,478,140,30
2023-11-13,15566,11713,1148,434
2023-11-14,657,437,128,23
2023-11-15,1570,1044,180,53
2023-11-16,1652,1099,192,51
2023-11-17,2022,1414,134,59
2023-11-18,8976,6631,475,253
2023-11-19,10516,7913,510,289
2023-11-20,2739,1879,297,86
2023-11-21,11397,8720,255,320
2023-11-22,11760,9069,926,330
2023-11-23,14520,11198,452,411
2023-11-24,11262,8585,458,314




